iter	Passed	Remaining
869	25398	3795
870	25425	3765
871	25460	3737
872	25497	3709
873	25531	3680
874	25566	3652
875	25601	3624
876	25637	3595
877	25671	3567
878	25693	3536
879	25723	3507
880	25755	3478
881	25781	3449
882	25809	3419
883	25831	3389
884	25859	3360
885	25888	3331
886	25916	3301
887	25942	3272
888	25969	3242
889	25994	3212
890	26021	3183
891	26050	3154
892	26075	3124
893	26101	3094
894	26127	3065
895	26154	3035
896	26182	3006
897	26210	2977
898	26238	2947
899	26263	2918
900	26289	2888
901	26318	2859
902	26346	2830
903	26370	2800
904	26398	2771
905	26424	2741
906	26451	2712
907	26479	2682
908	26508	2653
909	26534	2624
910	26561	2594
911	26584	2565
912	26611	2535
913	26640	2506
914	26668	2477
915	26694	2447
916	26723	2418
917	26748	2389
918	26776	2360
919	26805	2330
920	26832	2301
921	26860	2272
922	26887	2243
923	26913	2213
924	26942	2184
925	26969	2155
926	26994	2125
927	27022	2096
928	27049	2067
929	27078	2038
930	27107	2009
931	27133	1979
932	27158	1950
933	27185	1921
934	27209	1891
935	27236	1862
936	27263	1833
937	27289	1803
938	27311	1774
939	27336	1744
940	27365	1715
941	27393	1686
942	27419	1657
943	27446	1628
944	27472	1598
945	27498	1569
946	27526	1540
947	27554	1511
948	27579	1482
949	27605	1452
950	27632	1423
951	27660	1394
952	27688	1365
953	27716	1336
954	27743	1307
955	27769	1278
956	27796	1248
957	27827	1220
958	27862	1191
959	27894	1162
960	27925	1133
961	27957	1104
962	27986	1075
963	28009	1046
964	28035	1016
965	28061	987
966	28092	958
967	28120	929
968	28148	900
969	28174	871
970	28201	842
971	28225	813
972	28253	784
973	28279	754
974	28305	725
975	28331	696
976	28358	667
977	28384	638
978	28422	609
979	28451	580
980	28478	551
981	28504	522
982	28530	493
983	28558	464
984	28585	435
985	28610	406
986	28639	377
987	28666	348
988	28691	319
989	28720	290
990	28746	261
991	28776	232
992	28804	203
993	28833	174
994	28859	145
995	28886	116
996	28914	87
997	28942	58
998	28970	28
999	28996	0
